Sample in Buffer,Sample in Window,TRIGGER,Top_BD_i/xlslice_0_Dout_p1[15:0],Top_BD_i/xlslice_1_Dout[15:0],Top_BD_i/AB_gen_stoneage_wrap_0_oup_expected_angle[9:0],Top_BD_i/AB_gen_stoneage_wrap_0_oup_n_pulses[7:0],Top_BD_i/AB_gen_stoneage_wrap_0_oup_pulse_counter[7:0],Top_BD_i/AB_gen_stoneage_wrap_0_oup_mod_sin[15:0],Top_BD_i/AB_gen_stoneage_wrap_0_oup_mod_cos[15:0],Top_BD_i/cobros_stoneage_wrap_0_update,Top_BD_i/HAXI_interconnect_0_M_axi_awvalid,Top_BD_i/clk_wiz_1_clk_out4
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,UNSIGNED,SIGNED,UNSIGNED,SIGNED,SIGNED,HEX,HEX,HEX
7579,7579,0,20740,-25085,882,0,45,-15871,-16152,0,0,1
7580,7580,0,20740,-25085,882,0,45,-15871,-16152,0,0,1
7581,7581,0,20740,-25085,882,0,45,-15871,-16152,0,0,1
7582,7582,0,20740,-25085,882,0,45,-15871,-16152,0,0,1
7583,7583,0,20740,-25085,882,0,45,-15871,-16152,0,0,1
7584,7584,0,20740,-25085,882,0,45,-15871,-16152,0,0,1
7585,7585,0,20740,-25085,882,0,45,-15871,-16152,0,0,1
7586,7586,0,20740,-25085,882,0,45,-15871,-16152,0,0,1
7587,7587,0,20740,-25085,882,0,45,-15871,-16152,0,0,1
7588,7588,0,20722,-25091,882,0,45,-15871,-16152,0,0,1
7589,7589,0,20722,-25091,882,0,45,-15871,-16152,0,0,1
7590,7590,0,20722,-25091,882,0,45,-15871,-16152,0,0,1
7591,7591,0,20722,-25091,882,0,45,-15871,-16152,1,0,1
7592,7592,0,20722,-25091,882,0,45,-15857,-16156,0,0,1
7593,7593,0,20722,-25091,882,0,45,-15857,-16156,0,0,1
7594,7594,0,20722,-25091,882,0,45,-15857,-16156,0,0,1
7595,7595,0,20722,-25091,882,0,45,-15857,-16156,0,0,1
7596,7596,0,20722,-25091,882,0,45,-15857,-16156,0,0,1
7597,7597,0,20722,-25091,882,0,45,-15857,-16156,0,0,1
7598,7598,0,20722,-25091,882,0,45,-15857,-16156,0,0,1
7599,7599,0,20722,-25091,882,0,45,-15857,-16156,0,0,1
7600,7600,0,20722,-25091,882,0,45,-15857,-16156,0,0,1
7601,7601,0,20722,-25091,882,0,45,-15857,-16156,0,0,1
7602,7602,0,20722,-25091,882,0,45,-15857,-16156,0,0,1
7603,7603,0,20722,-25091,882,0,45,-15857,-16156,0,0,1
7604,7604,0,20722,-25091,882,0,45,-15857,-16156,0,0,1
7605,7605,0,20722,-25091,882,0,45,-15857,-16156,0,0,1
7606,7606,0,20684,-25017,882,0,45,-15857,-16156,0,0,1
7607,7607,0,20684,-25017,882,0,45,-15857,-16156,0,0,1
7608,7608,0,20684,-25017,882,0,45,-15857,-16156,0,0,1
7609,7609,0,20684,-25017,882,0,45,-15857,-16156,1,0,1
7610,7610,0,20684,-25017,882,0,45,-15828,-16108,0,0,1
7611,7611,0,20684,-25017,882,0,45,-15828,-16108,0,0,1
7612,7612,0,20684,-25017,882,0,45,-15828,-16108,0,0,1
7613,7613,0,20684,-25017,882,0,45,-15828,-16108,0,0,1
7614,7614,0,20684,-25017,882,0,45,-15828,-16108,0,0,1
7615,7615,0,20684,-25017,882,0,45,-15828,-16108,0,0,1
7616,7616,0,20684,-25017,882,0,45,-15828,-16108,0,0,1
7617,7617,0,20684,-25017,882,0,45,-15828,-16108,0,0,1
7618,7618,0,20684,-25017,882,0,45,-15828,-16108,0,0,1
7619,7619,0,20684,-25017,882,0,45,-15828,-16108,0,0,1
7620,7620,0,20684,-25017,882,0,45,-15828,-16108,0,0,1
7621,7621,0,20684,-25017,882,0,45,-15828,-16108,0,0,1
7622,7622,0,20684,-25017,882,0,45,-15828,-16108,0,0,1
7623,7623,0,20684,-25017,882,0,45,-15828,-16108,0,0,1
7624,7624,0,20635,-24973,882,0,45,-15828,-16108,0,0,1
7625,7625,0,20635,-24973,882,0,45,-15828,-16108,0,0,1
7626,7626,0,20635,-24973,882,0,45,-15828,-16108,0,0,1
7627,7627,0,20635,-24973,882,0,45,-15828,-16108,1,0,1
7628,7628,0,20635,-24973,882,0,45,-15790,-16080,0,0,1
7629,7629,0,20635,-24973,882,0,45,-15790,-16080,0,0,1
7630,7630,0,20635,-24973,882,0,45,-15790,-16080,0,0,1
7631,7631,0,20635,-24973,882,0,45,-15790,-16080,0,0,1
7632,7632,0,20635,-24973,882,0,45,-15790,-16080,0,0,1
7633,7633,0,20635,-24973,882,0,45,-15790,-16080,0,0,1
7634,7634,0,20635,-24973,882,0,45,-15790,-16080,0,0,1
7635,7635,0,20635,-24973,882,0,45,-15790,-16080,0,0,1
7636,7636,0,20635,-24973,882,0,45,-15790,-16080,0,0,1
7637,7637,0,20635,-24973,882,0,45,-15790,-16080,0,0,1
7638,7638,0,20635,-24973,882,0,45,-15790,-16080,0,0,1
7639,7639,0,20635,-24973,882,0,45,-15790,-16080,0,0,1
7640,7640,0,20635,-24973,882,0,45,-15790,-16080,0,0,1
7641,7641,0,20635,-24973,882,0,45,-15790,-16080,0,0,1
7642,7642,0,20643,-24962,882,0,45,-15790,-16080,0,0,1
7643,7643,0,20643,-24962,882,0,45,-15790,-16080,0,0,1
7644,7644,0,20643,-24962,882,0,45,-15790,-16080,0,0,1
7645,7645,0,20643,-24962,882,0,45,-15790,-16080,1,0,1
7646,7646,0,20643,-24962,882,0,45,-15796,-16073,0,0,1
7647,7647,0,20643,-24962,882,0,45,-15796,-16073,0,0,1
7648,7648,0,20643,-24962,882,0,45,-15796,-16073,0,0,1
7649,7649,0,20643,-24962,882,0,45,-15796,-16073,0,0,1
7650,7650,0,20643,-24962,882,0,45,-15796,-16073,0,0,1
7651,7651,0,20643,-24962,882,0,45,-15796,-16073,0,0,1
7652,7652,0,20643,-24962,882,0,45,-15796,-16073,0,0,1
7653,7653,0,20643,-24962,882,0,45,-15796,-16073,0,0,1
7654,7654,0,20643,-24962,882,0,45,-15796,-16073,0,0,1
7655,7655,0,20643,-24962,882,0,45,-15796,-16073,0,0,1
7656,7656,0,20643,-24962,882,0,45,-15796,-16073,0,0,1
7657,7657,0,20643,-24962,882,0,45,-15796,-16073,0,0,1
7658,7658,0,20643,-24962,882,0,45,-15796,-16073,0,0,1
7659,7659,0,20643,-24962,882,0,45,-15796,-16073,0,0,1
7660,7660,0,20610,-24928,882,0,45,-15796,-16073,0,0,1
7661,7661,0,20610,-24928,882,0,45,-15796,-16073,0,0,1
7662,7662,0,20610,-24928,882,0,45,-15796,-16073,0,0,1
7663,7663,0,20610,-24928,882,0,45,-15796,-16073,1,0,1
7664,7664,0,20610,-24928,882,0,45,-15771,-16051,0,0,1
7665,7665,0,20610,-24928,882,0,45,-15771,-16051,0,0,1
7666,7666,0,20610,-24928,882,0,45,-15771,-16051,0,0,1
7667,7667,0,20610,-24928,882,0,45,-15771,-16051,0,0,1
7668,7668,0,20610,-24928,882,0,45,-15771,-16051,0,0,1
7669,7669,0,20610,-24928,882,0,45,-15771,-16051,0,0,1
7670,7670,0,20610,-24928,882,0,45,-15771,-16051,0,0,1
7671,7671,0,20610,-24928,882,0,45,-15771,-16051,0,0,1
7672,7672,0,20610,-24928,882,0,45,-15771,-16051,0,0,1
7673,7673,0,20610,-24928,882,0,45,-15771,-16051,0,0,1
7674,7674,0,20610,-24928,882,0,45,-15771,-16051,0,0,1
7675,7675,0,20610,-24928,882,0,45,-15771,-16051,0,0,1
7676,7676,0,20610,-24928,882,0,45,-15771,-16051,0,0,1
7677,7677,0,20610,-24928,882,0,45,-15771,-16051,0,0,1
7678,7678,0,20569,-24992,882,0,45,-15771,-16051,0,0,1
7679,7679,0,20569,-24992,882,0,45,-15771,-16051,0,0,1
7680,7680,0,20569,-24992,882,0,45,-15771,-16051,0,0,1
7681,7681,0,20569,-24992,882,0,45,-15771,-16051,1,0,1
7682,7682,0,20569,-24992,882,0,45,-15740,-16092,0,0,1
7683,7683,0,20569,-24992,882,0,45,-15740,-16092,0,0,1
7684,7684,0,20569,-24992,882,0,45,-15740,-16092,0,0,1
7685,7685,0,20569,-24992,882,0,45,-15740,-16092,0,0,1
7686,7686,0,20569,-24992,882,0,45,-15740,-16092,0,0,1
7687,7687,0,20569,-24992,882,0,45,-15740,-16092,0,0,1
7688,7688,0,20569,-24992,882,0,45,-15740,-16092,0,0,1
7689,7689,0,20569,-24992,882,0,45,-15740,-16092,0,0,1
7690,7690,0,20569,-24992,882,0,45,-15740,-16092,0,0,1
7691,7691,0,20569,-24992,882,0,45,-15740,-16092,0,0,1
7692,7692,0,20569,-24992,882,0,45,-15740,-16092,0,0,1
7693,7693,0,20569,-24992,882,0,45,-15740,-16092,0,0,1
7694,7694,0,20569,-24992,882,0,45,-15740,-16092,0,0,1
7695,7695,0,20569,-24992,882,0,45,-15740,-16092,0,0,1
7696,7696,0,20504,-25102,882,0,45,-15740,-16092,0,0,1
7697,7697,0,20504,-25102,882,0,45,-15740,-16092,0,0,1
7698,7698,0,20504,-25102,882,0,45,-15740,-16092,0,0,1
7699,7699,0,20504,-25102,882,0,45,-15740,-16092,1,0,1
7700,7700,0,20504,-25102,882,0,45,-15690,-16163,0,0,1
7701,7701,0,20504,-25102,882,0,45,-15690,-16163,0,0,1
7702,7702,0,20504,-25102,882,0,45,-15690,-16163,0,0,1
7703,7703,0,20504,-25102,882,0,45,-15690,-16163,0,0,1
7704,7704,0,20504,-25102,882,0,45,-15690,-16163,0,0,1
7705,7705,0,20504,-25102,882,0,45,-15690,-16163,0,0,1
7706,7706,0,20504,-25102,882,0,45,-15690,-16163,0,0,1
7707,7707,0,20504,-25102,882,0,45,-15690,-16163,0,0,1
7708,7708,0,20504,-25102,882,0,45,-15690,-16163,0,0,1
7709,7709,0,20504,-25102,882,0,45,-15690,-16163,0,0,1
7710,7710,0,20504,-25102,882,0,45,-15690,-16163,0,0,1
7711,7711,0,20504,-25102,882,0,45,-15690,-16163,0,0,1
7712,7712,0,20504,-25102,882,0,45,-15690,-16163,0,0,1
7713,7713,0,20504,-25102,882,0,45,-15690,-16163,0,0,1
7714,7714,0,20440,-25219,882,0,45,-15690,-16163,0,0,1
7715,7715,0,20440,-25219,882,0,45,-15690,-16163,0,0,1
7716,7716,0,20440,-25219,882,0,45,-15690,-16163,0,0,1
7717,7717,0,20440,-25219,882,0,45,-15690,-16163,1,0,1
7718,7718,0,20440,-25219,882,-1,43,-15641,-16238,0,0,1
7719,7719,0,20440,-25219,882,-1,38,-15641,-16238,0,0,1
7720,7720,0,20440,-25219,882,-1,33,-15641,-16238,0,0,1
7721,7721,0,20440,-25219,882,-1,28,-15641,-16238,0,0,1
7722,7722,0,20440,-25219,882,-1,23,-15641,-16238,0,0,1
7723,7723,0,20440,-25219,882,-1,18,-15641,-16238,0,0,1
7724,7724,0,20440,-25219,882,-1,13,-15641,-16238,0,0,1
7725,7725,0,20440,-25219,882,-1,8,-15641,-16238,0,0,1
7726,7726,0,20440,-25219,882,-1,3,-15641,-16238,0,0,1
7727,7727,0,20440,-25219,881,-1,88,-15641,-16238,0,0,1
7728,7728,0,20440,-25219,881,-1,83,-15641,-16238,0,0,1
7729,7729,0,20440,-25219,881,-1,78,-15641,-16238,0,0,1
7730,7730,0,20440,-25219,881,-1,73,-15641,-16238,0,0,1
7731,7731,0,20440,-25219,881,-1,68,-15641,-16238,0,0,1
7732,7732,0,20323,-25420,881,-1,63,-15641,-16238,0,0,1
7733,7733,0,20323,-25420,881,-1,58,-15641,-16238,0,0,1
7734,7734,0,20323,-25420,881,-1,53,-15641,-16238,0,0,1
7735,7735,0,20323,-25420,881,-1,48,-15641,-16238,1,0,1
7736,7736,0,20323,-25420,881,-1,43,-15631,-16246,0,0,1
7737,7737,0,20323,-25420,881,-1,38,-15631,-16246,0,0,1
7738,7738,0,20323,-25420,881,-1,33,-15631,-16246,0,0,1
7739,7739,0,20323,-25420,881,-1,28,-15631,-16246,0,0,1
7740,7740,0,20323,-25420,881,-1,23,-15631,-16246,0,0,1
7741,7741,0,20323,-25420,881,-1,18,-15631,-16246,0,0,1
7742,7742,0,20323,-25420,881,-1,13,-15631,-16246,0,0,1
7743,7743,0,20323,-25420,881,-1,8,-15631,-16246,0,0,1
7744,7744,0,20323,-25420,881,-1,3,-15631,-16246,0,0,1
7745,7745,0,20323,-25420,880,-1,88,-15631,-16246,0,0,1
7746,7746,0,20323,-25420,880,-1,83,-15631,-16246,0,0,1
7747,7747,0,20323,-25420,880,-1,78,-15631,-16246,0,0,1
7748,7748,0,20323,-25420,880,-1,73,-15631,-16246,0,0,1
7749,7749,0,20323,-25420,880,-1,68,-15631,-16246,0,0,1
7750,7750,0,20280,-25411,880,-1,63,-15631,-16246,0,0,1
7751,7751,0,20280,-25411,880,-1,58,-15631,-16246,0,0,1
7752,7752,0,20280,-25411,880,-1,53,-15631,-16246,0,0,1
7753,7753,0,20280,-25411,880,-1,48,-15631,-16246,1,0,1
7754,7754,0,20280,-25411,880,0,45,-15677,-16121,0,0,1
7755,7755,0,20280,-25411,880,0,45,-15677,-16121,0,0,1
7756,7756,0,20280,-25411,880,0,45,-15677,-16121,0,0,1
7757,7757,0,20280,-25411,880,0,45,-15677,-16121,0,0,1
7758,7758,0,20280,-25411,880,0,45,-15677,-16121,0,0,1
7759,7759,0,20280,-25411,880,0,45,-15677,-16121,0,0,1
7760,7760,0,20280,-25411,880,0,45,-15677,-16121,0,0,1
7761,7761,0,20280,-25411,880,0,45,-15677,-16121,0,0,1
7762,7762,0,20280,-25411,880,0,45,-15677,-16121,0,0,1
7763,7763,0,20280,-25411,880,0,45,-15677,-16121,0,0,1
7764,7764,0,20280,-25411,880,0,45,-15677,-16121,0,0,1
7765,7765,0,20280,-25411,880,0,45,-15677,-16121,0,0,1
7766,7766,0,20280,-25411,880,0,45,-15677,-16121,0,0,1
7767,7767,0,20280,-25411,880,0,45,-15677,-16121,0,0,1
7768,7768,0,20119,-25558,880,0,45,-15677,-16121,0,0,1
7769,7769,0,20119,-25558,880,0,45,-15677,-16121,0,0,1
7770,7770,0,20119,-25558,880,0,45,-15677,-16121,0,0,1
7771,7771,0,20119,-25558,880,0,45,-15677,-16121,1,0,1
7772,7772,0,20119,-25558,880,-1,43,-15553,-16214,0,0,1
7773,7773,0,20119,-25558,880,-1,38,-15553,-16214,0,0,1
7774,7774,0,20119,-25558,880,-1,33,-15553,-16214,0,0,1
7775,7775,0,20119,-25558,880,-1,28,-15553,-16214,0,0,1
7776,7776,0,20119,-25558,880,-1,23,-15553,-16214,0,0,1
7777,7777,0,20119,-25558,880,-1,18,-15553,-16214,0,0,1
7778,7778,0,20119,-25558,880,-1,13,-15553,-16214,0,0,1
7779,7779,0,20119,-25558,880,-1,8,-15553,-16214,0,0,1
7780,7780,0,20119,-25558,880,-1,3,-15553,-16214,0,0,1
7781,7781,0,20119,-25558,879,-1,88,-15553,-16214,0,0,1
7782,7782,0,20119,-25558,879,-1,83,-15553,-16214,0,0,1
7783,7783,0,20119,-25558,879,-1,78,-15553,-16214,0,0,1
7784,7784,0,20119,-25558,879,-1,73,-15553,-16214,0,0,1
7785,7785,0,20119,-25558,879,-1,68,-15553,-16214,0,0,1
7786,7786,0,20130,-25583,879,-1,63,-15553,-16214,0,0,1
7787,7787,0,20130,-25583,879,-1,58,-15553,-16214,0,0,1
7788,7788,0,20130,-25583,879,-1,53,-15553,-16214,0,0,1
7789,7789,0,20130,-25583,879,-1,48,-15553,-16214,1,0,1
7790,7790,0,20130,-25583,879,0,45,-15640,-16109,0,0,1
7791,7791,0,20130,-25583,879,0,45,-15640,-16109,0,0,1
7792,7792,0,20130,-25583,879,0,45,-15640,-16109,0,0,1
7793,7793,0,20130,-25583,879,0,45,-15640,-16109,0,0,1
7794,7794,0,20130,-25583,879,0,45,-15640,-16109,0,0,1
7795,7795,0,20130,-25583,879,0,45,-15640,-16109,0,0,1
7796,7796,0,20130,-25583,879,0,45,-15640,-16109,0,0,1
7797,7797,0,20130,-25583,879,0,45,-15640,-16109,0,0,1
7798,7798,0,20130,-25583,879,0,45,-15640,-16109,0,0,1
7799,7799,0,20130,-25583,879,0,45,-15640,-16109,0,0,1
7800,7800,0,20130,-25583,879,0,45,-15640,-16109,0,0,1
7801,7801,0,20130,-25583,879,0,45,-15640,-16109,0,0,1
7802,7802,0,20130,-25583,879,0,45,-15640,-16109,0,0,1
7803,7803,0,20130,-25583,879,0,45,-15640,-16109,0,0,1
7804,7804,0,20223,-25430,879,0,45,-15640,-16109,0,0,1
7805,7805,0,20223,-25430,879,0,45,-15640,-16109,0,0,1
7806,7806,0,20223,-25430,879,0,45,-15640,-16109,0,0,1
7807,7807,0,20223,-25430,879,0,45,-15640,-16109,1,0,1
7808,7808,0,20223,-25430,879,0,45,-15712,-16012,0,0,1
7809,7809,0,20223,-25430,879,0,45,-15712,-16012,0,0,1
7810,7810,0,20223,-25430,879,0,45,-15712,-16012,0,0,1
7811,7811,0,20223,-25430,879,0,45,-15712,-16012,0,0,1
7812,7812,0,20223,-25430,879,0,45,-15712,-16012,0,0,1
7813,7813,0,20223,-25430,879,0,45,-15712,-16012,0,0,1
7814,7814,0,20223,-25430,879,0,45,-15712,-16012,0,0,1
7815,7815,0,20223,-25430,879,0,45,-15712,-16012,0,0,1
7816,7816,0,20223,-25430,879,0,45,-15712,-16012,0,0,1
7817,7817,0,20223,-25430,879,0,45,-15712,-16012,0,0,1
7818,7818,0,20223,-25430,879,0,45,-15712,-16012,0,0,1
7819,7819,0,20223,-25430,879,0,45,-15712,-16012,0,0,1
7820,7820,0,20223,-25430,879,0,45,-15712,-16012,0,0,1
7821,7821,0,20223,-25430,879,0,45,-15712,-16012,0,0,1
7822,7822,0,19998,-25519,879,0,45,-15712,-16012,0,0,1
7823,7823,0,19998,-25519,879,0,45,-15712,-16012,0,0,1
7824,7824,0,19998,-25519,879,0,45,-15712,-16012,0,0,1
7825,7825,0,19998,-25519,879,0,45,-15712,-16012,1,0,1
7826,7826,0,19998,-25519,879,-1,43,-15537,-16068,0,0,1
7827,7827,0,19998,-25519,879,-1,38,-15537,-16068,0,0,1
7828,7828,0,19998,-25519,879,-1,33,-15537,-16068,0,0,1
7829,7829,0,19998,-25519,879,-1,28,-15537,-16068,0,0,1
7830,7830,0,19998,-25519,879,-1,23,-15537,-16068,0,0,1
7831,7831,0,19998,-25519,879,-1,18,-15537,-16068,0,0,1
7832,7832,0,19998,-25519,879,-1,13,-15537,-16068,0,0,1
7833,7833,0,19998,-25519,879,-1,8,-15537,-16068,0,0,1
7834,7834,0,19998,-25519,879,-1,3,-15537,-16068,0,0,1
7835,7835,0,19998,-25519,878,-1,88,-15537,-16068,0,0,1
7836,7836,0,19998,-25519,878,-1,83,-15537,-16068,0,0,1
7837,7837,0,19998,-25519,878,-1,78,-15537,-16068,0,0,1
7838,7838,0,19998,-25519,878,-1,73,-15537,-16068,0,0,1
7839,7839,0,19998,-25519,878,-1,68,-15537,-16068,0,0,1
7840,7840,0,20099,-25566,878,-1,63,-15537,-16068,0,0,1
7841,7841,0,20099,-25566,878,-1,58,-15537,-16068,0,0,1
7842,7842,0,20099,-25566,878,-1,53,-15537,-16068,0,0,1
7843,7843,0,20099,-25566,878,-1,48,-15537,-16068,1,0,1
7844,7844,0,20099,-25566,878,0,45,-15693,-15976,0,0,1
7845,7845,0,20099,-25566,878,0,45,-15693,-15976,0,0,1
7846,7846,0,20099,-25566,878,0,45,-15693,-15976,0,0,1
7847,7847,0,20099,-25566,878,0,45,-15693,-15976,0,0,1
7848,7848,0,20099,-25566,878,0,45,-15693,-15976,0,0,1
7849,7849,0,20099,-25566,878,0,45,-15693,-15976,0,0,1
7850,7850,0,20099,-25566,878,0,45,-15693,-15976,0,0,1
7851,7851,0,20099,-25566,878,0,45,-15693,-15976,0,0,1
7852,7852,0,20099,-25566,878,0,45,-15693,-15976,0,0,1
7853,7853,0,20099,-25566,878,0,45,-15693,-15976,0,0,1
7854,7854,0,20099,-25566,878,0,45,-15693,-15976,0,0,1
7855,7855,0,20099,-25566,878,0,45,-15693,-15976,0,0,1
7856,7856,0,20099,-25566,878,0,45,-15693,-15976,0,0,1
7857,7857,0,20099,-25566,878,0,45,-15693,-15976,0,0,1
7858,7858,0,20122,-25458,878,0,45,-15693,-15976,0,0,1
7859,7859,0,20122,-25458,878,0,45,-15693,-15976,0,0,1
7860,7860,0,20122,-25458,878,0,45,-15693,-15976,0,0,1
7861,7861,0,20122,-25458,878,0,45,-15693,-15976,1,0,1
7862,7862,0,20122,-25458,878,0,45,-15711,-15909,0,0,1
7863,7863,0,20122,-25458,878,0,45,-15711,-15909,0,0,1
7864,7864,0,20122,-25458,878,0,45,-15711,-15909,0,0,1
7865,7865,0,20122,-25458,878,0,45,-15711,-15909,0,0,1
7866,7866,0,20122,-25458,878,0,45,-15711,-15909,0,0,1
7867,7867,0,20122,-25458,878,0,45,-15711,-15909,0,0,1
7868,7868,0,20122,-25458,878,0,45,-15711,-15909,0,0,1
7869,7869,0,20122,-25458,878,0,45,-15711,-15909,0,0,1
7870,7870,0,20122,-25458,878,0,45,-15711,-15909,0,0,1
7871,7871,0,20122,-25458,878,0,45,-15711,-15909,0,0,1
7872,7872,0,20122,-25458,878,0,45,-15711,-15909,0,0,1
7873,7873,0,20122,-25458,878,0,45,-15711,-15909,0,0,1
7874,7874,0,20122,-25458,878,0,45,-15711,-15909,0,0,1
7875,7875,0,20122,-25458,878,0,45,-15711,-15909,0,0,1
7876,7876,0,20105,-25322,878,0,45,-15711,-15909,0,0,1
7877,7877,0,20105,-25322,878,0,45,-15711,-15909,0,0,1
7878,7878,0,20105,-25322,878,0,45,-15711,-15909,0,0,1
7879,7879,0,20105,-25322,878,0,45,-15711,-15909,1,0,1
7880,7880,0,20105,-25322,878,0,45,-15698,-15824,0,0,1
7881,7881,0,20105,-25322,878,0,45,-15698,-15824,0,0,1
7882,7882,0,20105,-25322,878,0,45,-15698,-15824,0,0,1
7883,7883,0,20105,-25322,878,0,45,-15698,-15824,0,0,1
7884,7884,0,20105,-25322,878,0,45,-15698,-15824,0,0,1
7885,7885,0,20105,-25322,878,0,45,-15698,-15824,0,0,1
7886,7886,0,20105,-25322,878,0,45,-15698,-15824,0,0,1
7887,7887,0,20105,-25322,878,0,45,-15698,-15824,0,0,1
7888,7888,0,20105,-25322,878,0,45,-15698,-15824,0,0,1
7889,7889,0,20105,-25322,878,0,45,-15698,-15824,0,0,1
7890,7890,0,20105,-25322,878,0,45,-15698,-15824,0,0,1
7891,7891,0,20105,-25322,878,0,45,-15698,-15824,0,0,1
7892,7892,0,20105,-25322,878,0,45,-15698,-15824,0,0,1
7893,7893,0,20105,-25322,878,0,45,-15698,-15824,0,0,1
7894,7894,0,19829,-25868,878,0,45,-15698,-15824,0,0,1
7895,7895,0,19829,-25868,878,0,45,-15698,-15824,0,0,1
7896,7896,0,19829,-25868,878,0,45,-15698,-15824,0,0,1
7897,7897,0,19829,-25868,878,0,45,-15698,-15824,1,0,1
7898,7898,0,19829,-25868,878,-1,43,-15482,-16165,0,0,1
7899,7899,0,19829,-25868,878,-1,38,-15482,-16165,0,0,1
7900,7900,0,19829,-25868,878,-1,33,-15482,-16165,0,0,1
7901,7901,0,19829,-25868,878,-1,28,-15482,-16165,0,0,1
7902,7902,0,19829,-25868,878,-1,23,-15482,-16165,0,0,1
7903,7903,0,19829,-25868,878,-1,18,-15482,-16165,0,0,1
7904,7904,0,19829,-25868,878,-1,13,-15482,-16165,0,0,1
7905,7905,0,19829,-25868,878,-1,8,-15482,-16165,0,0,1
7906,7906,0,19829,-25868,878,-1,3,-15482,-16165,0,0,1
7907,7907,0,19829,-25868,877,-1,88,-15482,-16165,0,0,1
7908,7908,0,19829,-25868,877,-1,83,-15482,-16165,0,0,1
7909,7909,0,19829,-25868,877,-1,78,-15482,-16165,0,0,1
7910,7910,0,19829,-25868,877,-1,73,-15482,-16165,0,0,1
7911,7911,0,19829,-25868,877,-1,68,-15482,-16165,0,0,1
7912,7912,0,20050,-25348,877,-1,63,-15482,-16165,0,0,1
7913,7913,0,20050,-25348,877,-1,58,-15482,-16165,0,0,1
7914,7914,0,20050,-25348,877,-1,53,-15482,-16165,0,0,1
7915,7915,0,20050,-25348,877,-1,48,-15482,-16165,1,0,1
7916,7916,0,20050,-25348,877,0,45,-15731,-15718,0,0,1
7917,7917,0,20050,-25348,877,0,45,-15731,-15718,0,0,1
7918,7918,0,20050,-25348,877,0,45,-15731,-15718,0,0,1
7919,7919,0,20050,-25348,877,0,45,-15731,-15718,0,0,1
7920,7920,0,20050,-25348,877,0,45,-15731,-15718,0,0,1
7921,7921,0,20050,-25348,877,0,45,-15731,-15718,0,0,1
7922,7922,0,20050,-25348,877,0,45,-15731,-15718,0,0,1
7923,7923,0,20050,-25348,877,0,45,-15731,-15718,0,0,1
7924,7924,0,20050,-25348,877,0,45,-15731,-15718,0,0,1
7925,7925,0,20050,-25348,877,0,45,-15731,-15718,0,0,1
7926,7926,0,20050,-25348,877,0,45,-15731,-15718,0,0,1
7927,7927,0,20050,-25348,877,0,45,-15731,-15718,0,0,1
7928,7928,0,20050,-25348,877,0,45,-15731,-15718,0,0,1
7929,7929,0,20050,-25348,877,0,45,-15731,-15718,0,0,1
7930,7930,0,20004,-25422,877,0,45,-15731,-15718,0,0,1
7931,7931,0,20004,-25422,877,0,45,-15731,-15718,0,0,1
7932,7932,0,20004,-25422,877,0,45,-15731,-15718,0,0,1
7933,7933,0,20004,-25422,877,0,45,-15731,-15718,1,0,1
7934,7934,0,20004,-25422,877,0,45,-15695,-15764,0,0,1
7935,7935,0,20004,-25422,877,0,45,-15695,-15764,0,0,1
7936,7936,0,20004,-25422,877,0,45,-15695,-15764,0,0,1
7937,7937,0,20004,-25422,877,0,45,-15695,-15764,0,0,1
7938,7938,0,20004,-25422,877,0,45,-15695,-15764,0,0,1
7939,7939,0,20004,-25422,877,0,45,-15695,-15764,0,0,1
7940,7940,0,20004,-25422,877,0,45,-15695,-15764,0,0,1
7941,7941,0,20004,-25422,877,0,45,-15695,-15764,0,0,1
7942,7942,0,20004,-25422,877,0,45,-15695,-15764,0,0,1
7943,7943,0,20004,-25422,877,0,45,-15695,-15764,0,0,1
7944,7944,0,20004,-25422,877,0,45,-15695,-15764,0,0,1
7945,7945,0,20004,-25422,877,0,45,-15695,-15764,0,0,1
7946,7946,0,20004,-25422,877,0,45,-15695,-15764,0,0,1
7947,7947,0,20004,-25422,877,0,45,-15695,-15764,0,0,1
7948,7948,0,19930,-25570,877,0,45,-15695,-15764,0,0,1
7949,7949,0,19930,-25570,877,0,45,-15695,-15764,0,0,1
7950,7950,0,19930,-25570,877,0,45,-15695,-15764,0,0,1
7951,7951,0,19930,-25570,877,0,45,-15695,-15764,1,0,1
7952,7952,0,19930,-25570,877,0,45,-15636,-15855,0,0,1
7953,7953,0,19930,-25570,877,0,45,-15636,-15855,0,0,1
7954,7954,0,19930,-25570,877,0,45,-15636,-15855,0,0,1
7955,7955,0,19930,-25570,877,0,45,-15636,-15855,0,0,1
7956,7956,0,19930,-25570,877,0,45,-15636,-15855,0,0,1
7957,7957,0,19930,-25570,877,0,45,-15636,-15855,0,0,1
7958,7958,0,19930,-25570,877,0,45,-15636,-15855,0,0,1
7959,7959,0,19930,-25570,877,0,45,-15636,-15855,0,0,1
7960,7960,0,19930,-25570,877,0,45,-15636,-15855,0,0,1
7961,7961,0,19930,-25570,877,0,45,-15636,-15855,0,0,1
7962,7962,0,19930,-25570,877,0,45,-15636,-15855,0,0,1
7963,7963,0,19930,-25570,877,0,45,-15636,-15855,0,0,1
