Sample in Buffer,Sample in Window,TRIGGER,Top_BD_i/xlslice_0_Dout_p1[15:0],Top_BD_i/xlslice_1_Dout[15:0],Top_BD_i/AB_gen_stoneage_wrap_0_oup_expected_angle[9:0],Top_BD_i/AB_gen_stoneage_wrap_0_oup_n_pulses[7:0],Top_BD_i/AB_gen_stoneage_wrap_0_oup_pulse_counter[7:0],Top_BD_i/AB_gen_stoneage_wrap_0_oup_mod_sin[15:0],Top_BD_i/AB_gen_stoneage_wrap_0_oup_mod_cos[15:0],Top_BD_i/cobros_stoneage_wrap_0_update,Top_BD_i/HAXI_interconnect_0_M_axi_awvalid,Top_BD_i/clk_wiz_1_clk_out4
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,UNSIGNED,SIGNED,UNSIGNED,SIGNED,SIGNED,HEX,HEX,HEX
0,0,0,32463,-9181,978,0,45,-9042,-8818,0,0,1
1,1,0,32463,-9181,978,0,45,-9042,-8818,0,0,1
2,2,0,32463,-9181,978,0,45,-9042,-8818,0,0,1
3,3,0,32463,-9181,978,0,45,-9042,-8818,0,0,1
4,4,0,32463,-9181,978,0,45,-9042,-8818,0,0,1
5,5,0,32463,-9181,978,0,45,-9042,-8818,0,0,1
6,6,0,32463,-9181,978,0,45,-9042,-8818,0,0,1
7,7,0,32463,-9181,978,0,45,-9042,-8818,0,0,1
8,8,0,32463,-9181,978,0,45,-9042,-8818,0,0,1
9,9,0,32463,-9181,978,0,45,-9042,-8818,0,0,1
10,10,0,32394,-9310,978,0,45,-9042,-8818,0,0,1
11,11,0,32394,-9310,978,0,45,-9042,-8818,0,0,1
12,12,0,32394,-9310,978,0,45,-9042,-8818,0,0,1
13,13,0,32394,-9310,978,0,45,-9042,-8818,1,0,1
14,14,0,32394,-9310,978,0,45,-9022,-8942,0,0,1
15,15,0,32394,-9310,978,0,45,-9022,-8942,0,0,1
16,16,0,32394,-9310,978,0,45,-9022,-8942,0,0,1
17,17,0,32394,-9310,978,0,45,-9022,-8942,0,0,1
18,18,0,32394,-9310,978,0,45,-9022,-8942,0,0,1
19,19,0,32394,-9310,978,0,45,-9022,-8942,0,0,1
20,20,0,32394,-9310,978,0,45,-9022,-8942,0,0,1
21,21,0,32394,-9310,978,0,45,-9022,-8942,0,0,1
22,22,0,32394,-9310,978,0,45,-9022,-8942,0,0,1
23,23,0,32394,-9310,978,0,45,-9022,-8942,0,0,1
24,24,0,32394,-9310,978,0,45,-9022,-8942,0,0,1
25,25,0,32394,-9310,978,0,45,-9022,-8942,0,0,1
26,26,0,32394,-9310,978,0,45,-9022,-8942,0,0,1
27,27,0,32394,-9310,978,0,45,-9022,-8942,0,0,1
28,28,0,32450,-9274,978,0,45,-9022,-8942,0,0,1
29,29,0,32450,-9274,978,0,45,-9022,-8942,0,0,1
30,30,0,32450,-9274,978,0,45,-9022,-8942,0,0,1
31,31,0,32450,-9274,978,0,45,-9022,-8942,1,0,1
32,32,0,32450,-9274,978,0,45,-9038,-8908,0,0,1
33,33,0,32450,-9274,978,0,45,-9038,-8908,0,0,1
34,34,0,32450,-9274,978,0,45,-9038,-8908,0,0,1
35,35,0,32450,-9274,978,0,45,-9038,-8908,0,0,1
36,36,0,32450,-9274,978,0,45,-9038,-8908,0,0,1
37,37,0,32450,-9274,978,0,45,-9038,-8908,0,0,1
38,38,0,32450,-9274,978,0,45,-9038,-8908,0,0,1
39,39,0,32450,-9274,978,0,45,-9038,-8908,0,0,1
40,40,0,32450,-9274,978,0,45,-9038,-8908,0,0,1
41,41,0,32450,-9274,978,0,45,-9038,-8908,0,0,1
42,42,0,32450,-9274,978,0,45,-9038,-8908,0,0,1
43,43,0,32450,-9274,978,0,45,-9038,-8908,0,0,1
44,44,0,32450,-9274,978,0,45,-9038,-8908,0,0,1
45,45,0,32450,-9274,978,0,45,-9038,-8908,0,0,1
46,46,0,-32295,-9124,978,0,45,-9038,-8908,0,0,1
47,47,0,-32295,-9124,978,0,45,-9038,-8908,0,0,1
48,48,0,-32295,-9124,978,0,45,-9038,-8908,0,0,1
49,49,0,-32295,-9124,978,0,45,-9038,-8908,1,0,1
50,50,0,-32295,-9124,978,-17,11,8994,-8764,0,0,1
51,51,0,-32295,-9124,977,-17,16,8994,-8764,0,0,1
52,52,0,-32295,-9124,976,-17,21,8994,-8764,0,0,1
53,53,0,-32295,-9124,975,-17,26,8994,-8764,0,0,1
54,54,0,-32295,-9124,974,-17,31,8994,-8764,0,0,1
55,55,0,-32295,-9124,973,-17,36,8994,-8764,0,0,1
56,56,0,-32295,-9124,972,-17,41,8994,-8764,0,0,1
57,57,0,-32295,-9124,971,-17,46,8994,-8764,0,0,1
58,58,0,-32295,-9124,970,-17,51,8994,-8764,0,0,1
59,59,0,-32295,-9124,969,-17,56,8994,-8764,0,0,1
60,60,0,-32295,-9124,968,-17,61,8994,-8764,0,0,1
61,61,0,-32295,-9124,967,-17,66,8994,-8764,0,0,1
62,62,0,-32295,-9124,966,-17,71,8994,-8764,0,0,1
63,63,0,-32295,-9124,965,-17,76,8994,-8764,0,0,1
64,64,0,32239,-9579,964,-17,81,8994,-8764,0,0,1
65,65,0,32239,-9579,963,-17,86,8994,-8764,0,0,1
66,66,0,32239,-9579,963,-17,1,8994,-8764,0,0,1
67,67,0,32239,-9579,962,-17,6,8994,-8764,1,0,1
68,68,0,32239,-9579,961,3,51,-11972,-8895,0,0,1
69,69,0,32239,-9579,961,3,66,-11972,-8895,0,0,1
70,70,0,32239,-9579,961,3,81,-11972,-8895,0,0,1
71,71,0,32239,-9579,962,3,6,-11972,-8895,0,0,1
72,72,0,32239,-9579,962,3,21,-11972,-8895,0,0,1
73,73,0,32239,-9579,962,3,36,-11972,-8895,0,0,1
74,74,0,32239,-9579,962,3,51,-11972,-8895,0,0,1
75,75,0,32239,-9579,962,3,66,-11972,-8895,0,0,1
76,76,0,32239,-9579,962,3,81,-11972,-8895,0,0,1
77,77,0,32239,-9579,963,3,6,-11972,-8895,0,0,1
78,78,0,32239,-9579,963,3,21,-11972,-8895,0,0,1
79,79,0,32239,-9579,963,3,36,-11972,-8895,0,0,1
80,80,0,32239,-9579,963,3,51,-11972,-8895,0,0,1
81,81,0,32239,-9579,963,3,66,-11972,-8895,0,0,1
82,82,0,32478,-9593,963,3,81,-11972,-8895,0,0,1
83,83,0,32478,-9593,964,3,6,-11972,-8895,0,0,1
84,84,0,32478,-9593,964,3,21,-11972,-8895,0,0,1
85,85,0,32478,-9593,964,3,36,-11972,-8895,1,0,1
86,86,0,32478,-9593,964,3,51,-11690,-8951,0,0,1
87,87,0,32478,-9593,964,3,66,-11690,-8951,0,0,1
88,88,0,32478,-9593,964,3,81,-11690,-8951,0,0,1
89,89,0,32478,-9593,965,3,6,-11690,-8951,0,0,1
90,90,0,32478,-9593,965,3,21,-11690,-8951,0,0,1
91,91,0,32478,-9593,965,3,36,-11690,-8951,0,0,1
92,92,0,32478,-9593,965,3,51,-11690,-8951,0,0,1
93,93,0,32478,-9593,965,3,66,-11690,-8951,0,0,1
94,94,0,32478,-9593,965,3,81,-11690,-8951,0,0,1
95,95,0,32478,-9593,966,3,6,-11690,-8951,0,0,1
96,96,0,32478,-9593,966,3,21,-11690,-8951,0,0,1
97,97,0,32478,-9593,966,3,36,-11690,-8951,0,0,1
98,98,0,32478,-9593,966,3,51,-11690,-8951,0,0,1
99,99,0,32478,-9593,966,3,66,-11690,-8951,0,0,1
100,100,0,32475,-9666,966,3,81,-11690,-8951,0,0,1
101,101,0,32475,-9666,967,3,6,-11690,-8951,0,0,1
102,102,0,32475,-9666,967,3,21,-11690,-8951,0,0,1
103,103,0,32475,-9666,967,3,36,-11690,-8951,1,0,1
104,104,0,32475,-9666,967,2,49,-11128,-9081,0,0,1
105,105,0,32475,-9666,967,2,59,-11128,-9081,0,0,1
106,106,0,32475,-9666,967,2,69,-11128,-9081,0,0,1
107,107,0,32475,-9666,967,2,79,-11128,-9081,0,0,1
108,108,0,32475,-9666,967,2,89,-11128,-9081,0,0,1
109,109,0,32475,-9666,968,2,9,-11128,-9081,0,0,1
110,110,0,32475,-9666,968,2,19,-11128,-9081,0,0,1
111,111,0,32475,-9666,968,2,29,-11128,-9081,0,0,1
112,112,0,32475,-9666,968,2,39,-11128,-9081,0,0,1
113,113,0,32475,-9666,968,2,49,-11128,-9081,0,0,1
114,114,0,32475,-9666,968,2,59,-11128,-9081,0,0,1
115,115,0,32475,-9666,968,2,69,-11128,-9081,0,0,1
116,116,0,32475,-9666,968,2,79,-11128,-9081,0,0,1
117,117,0,32475,-9666,968,2,89,-11128,-9081,0,0,1
118,118,0,32449,-9736,969,2,9,-11128,-9081,0,0,1
119,119,0,32449,-9736,969,2,19,-11128,-9081,0,0,1
120,120,0,32449,-9736,969,2,29,-11128,-9081,0,0,1
121,121,0,32449,-9736,969,2,39,-11128,-9081,1,0,1
122,122,0,32449,-9736,969,2,49,-10745,-9187,0,0,1
123,123,0,32449,-9736,969,2,59,-10745,-9187,0,0,1
124,124,0,32449,-9736,969,2,69,-10745,-9187,0,0,1
125,125,0,32449,-9736,969,2,79,-10745,-9187,0,0,1
126,126,0,32449,-9736,969,2,89,-10745,-9187,0,0,1
127,127,0,32449,-9736,970,2,9,-10745,-9187,0,0,1
128,128,0,32449,-9736,970,2,19,-10745,-9187,0,0,1
129,129,0,32449,-9736,970,2,29,-10745,-9187,0,0,1
130,130,0,32449,-9736,970,2,39,-10745,-9187,0,0,1
131,131,0,32449,-9736,970,2,49,-10745,-9187,0,0,1
132,132,0,32449,-9736,970,2,59,-10745,-9187,0,0,1
133,133,0,32449,-9736,970,2,69,-10745,-9187,0,0,1
134,134,0,32449,-9736,970,2,79,-10745,-9187,0,0,1
135,135,0,32449,-9736,970,2,89,-10745,-9187,0,0,1
136,136,0,32407,-9796,971,2,9,-10745,-9187,0,0,1
137,137,0,32407,-9796,971,2,19,-10745,-9187,0,0,1
138,138,0,32407,-9796,971,2,29,-10745,-9187,0,0,1
139,139,0,32407,-9796,971,2,39,-10745,-9187,1,0,1
140,140,0,32407,-9796,971,1,47,-10355,-9283,0,0,1
141,141,0,32407,-9796,971,1,52,-10355,-9283,0,0,1
142,142,0,32407,-9796,971,1,57,-10355,-9283,0,0,1
143,143,0,32407,-9796,971,1,62,-10355,-9283,0,0,1
144,144,0,32407,-9796,971,1,67,-10355,-9283,0,0,1
145,145,0,32407,-9796,971,1,72,-10355,-9283,0,0,1
146,146,0,32407,-9796,971,1,77,-10355,-9283,0,0,1
147,147,0,32407,-9796,971,1,82,-10355,-9283,0,0,1
148,148,0,32407,-9796,971,1,87,-10355,-9283,0,0,1
149,149,0,32407,-9796,972,1,2,-10355,-9283,0,0,1
150,150,0,32407,-9796,972,1,7,-10355,-9283,0,0,1
151,151,0,32407,-9796,972,1,12,-10355,-9283,0,0,1
152,152,0,32407,-9796,972,1,17,-10355,-9283,0,0,1
153,153,0,32407,-9796,972,1,22,-10355,-9283,0,0,1
154,154,0,32359,-9870,972,1,27,-10355,-9283,0,0,1
155,155,0,32359,-9870,972,1,32,-10355,-9283,0,0,1
156,156,0,32359,-9870,972,1,37,-10355,-9283,0,0,1
157,157,0,32359,-9870,972,1,42,-10355,-9283,1,0,1
158,158,0,32359,-9870,972,1,47,-10150,-9372,0,0,1
159,159,0,32359,-9870,972,1,52,-10150,-9372,0,0,1
160,160,0,32359,-9870,972,1,57,-10150,-9372,0,0,1
161,161,0,32359,-9870,972,1,62,-10150,-9372,0,0,1
162,162,0,32359,-9870,972,1,67,-10150,-9372,0,0,1
163,163,0,32359,-9870,972,1,72,-10150,-9372,0,0,1
164,164,0,32359,-9870,972,1,77,-10150,-9372,0,0,1
165,165,0,32359,-9870,972,1,82,-10150,-9372,0,0,1
166,166,0,32359,-9870,972,1,87,-10150,-9372,0,0,1
167,167,0,32359,-9870,973,1,2,-10150,-9372,0,0,1
168,168,0,32359,-9870,973,1,7,-10150,-9372,0,0,1
169,169,0,32359,-9870,973,1,12,-10150,-9372,0,0,1
170,170,0,32359,-9870,973,1,17,-10150,-9372,0,0,1
171,171,0,32359,-9870,973,1,22,-10150,-9372,0,0,1
172,172,0,32353,-9824,973,1,27,-10150,-9372,0,0,1
173,173,0,32353,-9824,973,1,32,-10150,-9372,0,0,1
174,174,0,32353,-9824,973,1,37,-10150,-9372,0,0,1
175,175,0,32353,-9824,973,1,42,-10150,-9372,1,0,1
176,176,0,32353,-9824,973,1,47,-9961,-9347,0,0,1
177,177,0,32353,-9824,973,1,52,-9961,-9347,0,0,1
178,178,0,32353,-9824,973,1,57,-9961,-9347,0,0,1
179,179,0,32353,-9824,973,1,62,-9961,-9347,0,0,1
180,180,0,32353,-9824,973,1,67,-9961,-9347,0,0,1
181,181,0,32353,-9824,973,1,72,-9961,-9347,0,0,1
182,182,0,32353,-9824,973,1,77,-9961,-9347,0,0,1
183,183,0,32353,-9824,973,1,82,-9961,-9347,0,0,1
184,184,0,32353,-9824,973,1,87,-9961,-9347,0,0,1
185,185,0,32353,-9824,974,1,2,-9961,-9347,0,0,1
186,186,0,32353,-9824,974,1,7,-9961,-9347,0,0,1
187,187,0,32353,-9824,974,1,12,-9961,-9347,0,0,1
188,188,0,32353,-9824,974,1,17,-9961,-9347,0,0,1
189,189,0,32353,-9824,974,1,22,-9961,-9347,0,0,1
190,190,0,32151,-9897,974,1,27,-9961,-9347,0,0,1
191,191,0,32151,-9897,974,1,32,-9961,-9347,0,0,1
192,192,0,32151,-9897,974,1,37,-9961,-9347,0,0,1
193,193,0,32151,-9897,974,1,42,-9961,-9347,1,0,1
194,194,0,32151,-9897,974,0,45,-9710,-9435,0,0,1
195,195,0,32151,-9897,974,0,45,-9710,-9435,0,0,1
196,196,0,32151,-9897,974,0,45,-9710,-9435,0,0,1
197,197,0,32151,-9897,974,0,45,-9710,-9435,0,0,1
198,198,0,32151,-9897,974,0,45,-9710,-9435,0,0,1
199,199,0,32151,-9897,974,0,45,-9710,-9435,0,0,1
200,200,0,32151,-9897,974,0,45,-9710,-9435,0,0,1
201,201,0,32151,-9897,974,0,45,-9710,-9435,0,0,1
202,202,0,32151,-9897,974,0,45,-9710,-9435,0,0,1
203,203,0,32151,-9897,974,0,45,-9710,-9435,0,0,1
204,204,0,32151,-9897,974,0,45,-9710,-9435,0,0,1
205,205,0,32151,-9897,974,0,45,-9710,-9435,0,0,1
206,206,0,32151,-9897,974,0,45,-9710,-9435,0,0,1
207,207,0,32151,-9897,974,0,45,-9710,-9435,0,0,1
208,208,0,32157,-9878,974,0,45,-9710,-9435,0,0,1
209,209,0,32157,-9878,974,0,45,-9710,-9435,0,0,1
210,210,0,32157,-9878,974,0,45,-9710,-9435,0,0,1
211,211,0,32157,-9878,974,0,45,-9710,-9435,1,0,1
212,212,0,32157,-9878,974,0,45,-9712,-9417,0,0,1
213,213,0,32157,-9878,974,0,45,-9712,-9417,0,0,1
214,214,0,32157,-9878,974,0,45,-9712,-9417,0,0,1
215,215,0,32157,-9878,974,0,45,-9712,-9417,0,0,1
216,216,0,32157,-9878,974,0,45,-9712,-9417,0,0,1
217,217,0,32157,-9878,974,0,45,-9712,-9417,0,0,1
218,218,0,32157,-9878,974,0,45,-9712,-9417,0,0,1
219,219,0,32157,-9878,974,0,45,-9712,-9417,0,0,1
220,220,0,32157,-9878,974,0,45,-9712,-9417,0,0,1
221,221,0,32157,-9878,974,0,45,-9712,-9417,0,0,1
222,222,0,32157,-9878,974,0,45,-9712,-9417,0,0,1
223,223,0,32157,-9878,974,0,45,-9712,-9417,0,0,1
224,224,0,32157,-9878,974,0,45,-9712,-9417,0,0,1
225,225,0,32157,-9878,974,0,45,-9712,-9417,0,0,1
226,226,0,32158,-9934,974,0,45,-9712,-9417,0,0,1
227,227,0,32158,-9934,974,0,45,-9712,-9417,0,0,1
228,228,0,32158,-9934,974,0,45,-9712,-9417,0,0,1
229,229,0,32158,-9934,974,0,45,-9712,-9417,1,0,1
230,230,0,32158,-9934,974,0,45,-9712,-9471,0,0,1
231,231,0,32158,-9934,974,0,45,-9712,-9471,0,0,1
232,232,0,32158,-9934,974,0,45,-9712,-9471,0,0,1
233,233,0,32158,-9934,974,0,45,-9712,-9471,0,0,1
234,234,0,32158,-9934,974,0,45,-9712,-9471,0,0,1
235,235,0,32158,-9934,974,0,45,-9712,-9471,0,0,1
236,236,0,32158,-9934,974,0,45,-9712,-9471,0,0,1
237,237,0,32158,-9934,974,0,45,-9712,-9471,0,0,1
238,238,0,32158,-9934,974,0,45,-9712,-9471,0,0,1
239,239,0,32158,-9934,974,0,45,-9712,-9471,0,0,1
240,240,0,32158,-9934,974,0,45,-9712,-9471,0,0,1
241,241,0,32158,-9934,974,0,45,-9712,-9471,0,0,1
242,242,0,32158,-9934,974,0,45,-9712,-9471,0,0,1
243,243,0,32158,-9934,974,0,45,-9712,-9471,0,0,1
244,244,0,32147,-10019,974,0,45,-9712,-9471,0,0,1
245,245,0,32147,-10019,974,0,45,-9712,-9471,0,0,1
246,246,0,32147,-10019,974,0,45,-9712,-9471,0,0,1
247,247,0,32147,-10019,974,0,45,-9712,-9471,1,0,1
248,248,0,32147,-10019,974,0,45,-9709,-9552,0,0,1
249,249,0,32147,-10019,974,0,45,-9709,-9552,0,0,1
250,250,0,32147,-10019,974,0,45,-9709,-9552,0,0,1
251,251,0,32147,-10019,974,0,45,-9709,-9552,0,0,1
252,252,0,32147,-10019,974,0,45,-9709,-9552,0,0,1
253,253,0,32147,-10019,974,0,45,-9709,-9552,0,0,1
254,254,0,32147,-10019,974,0,45,-9709,-9552,0,0,1
255,255,0,32147,-10019,974,0,45,-9709,-9552,0,0,1
256,256,0,32147,-10019,974,0,45,-9709,-9552,0,0,1
257,257,0,32147,-10019,974,0,45,-9709,-9552,0,0,1
258,258,0,32147,-10019,974,0,45,-9709,-9552,0,0,1
259,259,0,32147,-10019,974,0,45,-9709,-9552,0,0,1
260,260,0,32147,-10019,974,0,45,-9709,-9552,0,0,1
261,261,0,32147,-10019,974,0,45,-9709,-9552,0,0,1
262,262,0,32170,-9953,974,0,45,-9709,-9552,0,0,1
263,263,0,32170,-9953,974,0,45,-9709,-9552,0,0,1
264,264,0,32170,-9953,974,0,45,-9709,-9552,0,0,1
265,265,0,32170,-9953,974,0,45,-9709,-9552,1,0,1
266,266,0,32170,-9953,974,0,45,-9716,-9489,0,0,1
267,267,0,32170,-9953,974,0,45,-9716,-9489,0,0,1
268,268,0,32170,-9953,974,0,45,-9716,-9489,0,0,1
269,269,0,32170,-9953,974,0,45,-9716,-9489,0,0,1
270,270,0,32170,-9953,974,0,45,-9716,-9489,0,0,1
271,271,0,32170,-9953,974,0,45,-9716,-9489,0,0,1
272,272,0,32170,-9953,974,0,45,-9716,-9489,0,0,1
273,273,0,32170,-9953,974,0,45,-9716,-9489,0,0,1
274,274,0,32170,-9953,974,0,45,-9716,-9489,0,0,1
275,275,0,32170,-9953,974,0,45,-9716,-9489,0,0,1
276,276,0,32170,-9953,974,0,45,-9716,-9489,0,0,1
277,277,0,32170,-9953,974,0,45,-9716,-9489,0,0,1
278,278,0,32170,-9953,974,0,45,-9716,-9489,0,0,1
279,279,0,32170,-9953,974,0,45,-9716,-9489,0,0,1
280,280,0,32226,-10037,974,0,45,-9716,-9489,0,0,1
281,281,0,32226,-10037,974,0,45,-9716,-9489,0,0,1
282,282,0,32226,-10037,974,0,45,-9716,-9489,0,0,1
283,283,0,32226,-10037,974,0,45,-9716,-9489,1,0,1
284,284,0,32226,-10037,974,0,45,-9733,-9569,0,0,1
285,285,0,32226,-10037,974,0,45,-9733,-9569,0,0,1
286,286,0,32226,-10037,974,0,45,-9733,-9569,0,0,1
287,287,0,32226,-10037,974,0,45,-9733,-9569,0,0,1
288,288,0,32226,-10037,974,0,45,-9733,-9569,0,0,1
289,289,0,32226,-10037,974,0,45,-9733,-9569,0,0,1
290,290,0,32226,-10037,974,0,45,-9733,-9569,0,0,1
291,291,0,32226,-10037,974,0,45,-9733,-9569,0,0,1
292,292,0,32226,-10037,974,0,45,-9733,-9569,0,0,1
293,293,0,32226,-10037,974,0,45,-9733,-9569,0,0,1
294,294,0,32226,-10037,974,0,45,-9733,-9569,0,0,1
295,295,0,32226,-10037,974,0,45,-9733,-9569,0,0,1
296,296,0,32226,-10037,974,0,45,-9733,-9569,0,0,1
297,297,0,32226,-10037,974,0,45,-9733,-9569,0,0,1
298,298,0,32232,-10073,974,0,45,-9733,-9569,0,0,1
299,299,0,32232,-10073,974,0,45,-9733,-9569,0,0,1
300,300,0,32232,-10073,974,0,45,-9733,-9569,0,0,1
301,301,0,32232,-10073,974,0,45,-9733,-9569,1,0,1
302,302,0,32232,-10073,974,0,45,-9735,-9603,0,0,1
303,303,0,32232,-10073,974,0,45,-9735,-9603,0,0,1
304,304,0,32232,-10073,974,0,45,-9735,-9603,0,0,1
305,305,0,32232,-10073,974,0,45,-9735,-9603,0,0,1
306,306,0,32232,-10073,974,0,45,-9735,-9603,0,0,1
307,307,0,32232,-10073,974,0,45,-9735,-9603,0,0,1
308,308,0,32232,-10073,974,0,45,-9735,-9603,0,0,1
309,309,0,32232,-10073,974,0,45,-9735,-9603,0,0,1
310,310,0,32232,-10073,974,0,45,-9735,-9603,0,0,1
311,311,0,32232,-10073,974,0,45,-9735,-9603,0,0,1
312,312,0,32232,-10073,974,0,45,-9735,-9603,0,0,1
313,313,0,32232,-10073,974,0,45,-9735,-9603,0,0,1
314,314,0,32232,-10073,974,0,45,-9735,-9603,0,0,1
315,315,0,32232,-10073,974,0,45,-9735,-9603,0,0,1
316,316,0,32319,-10127,974,0,45,-9735,-9603,0,0,1
317,317,0,32319,-10127,974,0,45,-9735,-9603,0,0,1
318,318,0,32319,-10127,974,0,45,-9735,-9603,0,0,1
319,319,0,32319,-10127,974,0,45,-9735,-9603,1,0,1
320,320,0,32319,-10127,974,0,45,-9761,-9655,0,0,1
321,321,0,32319,-10127,974,0,45,-9761,-9655,0,0,1
322,322,0,32319,-10127,974,0,45,-9761,-9655,0,0,1
323,323,0,32319,-10127,974,0,45,-9761,-9655,0,0,1
324,324,0,32319,-10127,974,0,45,-9761,-9655,0,0,1
325,325,0,32319,-10127,974,0,45,-9761,-9655,0,0,1
326,326,0,32319,-10127,974,0,45,-9761,-9655,0,0,1
327,327,0,32319,-10127,974,0,45,-9761,-9655,0,0,1
328,328,0,32319,-10127,974,0,45,-9761,-9655,0,0,1
329,329,0,32319,-10127,974,0,45,-9761,-9655,0,0,1
330,330,0,32319,-10127,974,0,45,-9761,-9655,0,0,1
331,331,0,32319,-10127,974,0,45,-9761,-9655,0,0,1
332,332,0,32319,-10127,974,0,45,-9761,-9655,0,0,1
333,333,0,32319,-10127,974,0,45,-9761,-9655,0,0,1
334,334,0,31869,-10442,974,0,45,-9761,-9655,0,0,1
335,335,0,31869,-10442,974,0,45,-9761,-9655,0,0,1
336,336,0,31869,-10442,974,0,45,-9761,-9655,0,0,1
337,337,0,31869,-10442,974,0,45,-9761,-9655,1,0,1
338,338,0,31869,-10442,974,0,45,-9625,-9955,0,0,1
339,339,0,31869,-10442,974,0,45,-9625,-9955,0,0,1
340,340,0,31869,-10442,974,0,45,-9625,-9955,0,0,1
341,341,0,31869,-10442,974,0,45,-9625,-9955,0,0,1
342,342,0,31869,-10442,974,0,45,-9625,-9955,0,0,1
343,343,0,31869,-10442,974,0,45,-9625,-9955,0,0,1
344,344,0,31869,-10442,974,0,45,-9625,-9955,0,0,1
345,345,0,31869,-10442,974,0,45,-9625,-9955,0,0,1
346,346,0,31869,-10442,974,0,45,-9625,-9955,0,0,1
347,347,0,31869,-10442,974,0,45,-9625,-9955,0,0,1
348,348,0,31869,-10442,974,0,45,-9625,-9955,0,0,1
349,349,0,31869,-10442,974,0,45,-9625,-9955,0,0,1
350,350,0,31869,-10442,974,0,45,-9625,-9955,0,0,1
351,351,0,31869,-10442,974,0,45,-9625,-9955,0,0,1
352,352,0,31987,-10431,974,0,45,-9625,-9955,0,0,1
353,353,0,31987,-10431,974,0,45,-9625,-9955,0,0,1
354,354,0,31987,-10431,974,0,45,-9625,-9955,0,0,1
355,355,0,31987,-10431,974,0,45,-9625,-9955,1,0,1
356,356,0,31987,-10431,974,0,45,-9661,-9944,0,0,1
357,357,0,31987,-10431,974,0,45,-9661,-9944,0,0,1
358,358,0,31987,-10431,974,0,45,-9661,-9944,0,0,1
359,359,0,31987,-10431,974,0,45,-9661,-9944,0,0,1
360,360,0,31987,-10431,974,0,45,-9661,-9944,0,0,1
361,361,0,31987,-10431,974,0,45,-9661,-9944,0,0,1
362,362,0,31987,-10431,974,0,45,-9661,-9944,0,0,1
363,363,0,31987,-10431,974,0,45,-9661,-9944,0,0,1
364,364,0,31987,-10431,974,0,45,-9661,-9944,0,0,1
365,365,0,31987,-10431,974,0,45,-9661,-9944,0,0,1
366,366,0,31987,-10431,974,0,45,-9661,-9944,0,0,1
367,367,0,31987,-10431,974,0,45,-9661,-9944,0,0,1
368,368,0,31987,-10431,974,0,45,-9661,-9944,0,0,1
369,369,0,31987,-10431,974,0,45,-9661,-9944,0,0,1
370,370,0,32484,-10226,974,0,45,-9661,-9944,0,0,1
371,371,0,32484,-10226,974,0,45,-9661,-9944,0,0,1
372,372,0,32484,-10226,974,0,45,-9661,-9944,0,0,1
373,373,0,32484,-10226,974,0,45,-9661,-9944,1,0,1
374,374,0,32484,-10226,974,0,45,-9811,-9749,0,0,1
375,375,0,32484,-10226,974,0,45,-9811,-9749,0,0,1
376,376,0,32484,-10226,974,0,45,-9811,-9749,0,0,1
377,377,0,32484,-10226,974,0,45,-9811,-9749,0,0,1
378,378,0,32484,-10226,974,0,45,-9811,-9749,0,0,1
379,379,0,32484,-10226,974,0,45,-9811,-9749,0,0,1
380,380,0,32484,-10226,974,0,45,-9811,-9749,0,0,1
381,381,0,32484,-10226,974,0,45,-9811,-9749,0,0,1
382,382,0,32484,-10226,974,0,45,-9811,-9749,0,0,1
383,383,0,32484,-10226,974,0,45,-9811,-9749,0,0,1
384,384,0,32484,-10226,974,0,45,-9811,-9749,0,0,1
385,385,0,32484,-10226,974,0,45,-9811,-9749,0,0,1
386,386,0,32484,-10226,974,0,45,-9811,-9749,0,0,1
387,387,0,32484,-10226,974,0,45,-9811,-9749,0,0,1
388,388,0,32409,-10315,974,0,45,-9811,-9749,0,0,1
389,389,0,32409,-10315,974,0,45,-9811,-9749,0,0,1
390,390,0,32409,-10315,974,0,45,-9811,-9749,0,0,1
391,391,0,32409,-10315,974,0,45,-9811,-9749,1,0,1
392,392,0,32409,-10315,974,0,45,-9788,-9834,0,0,1
393,393,0,32409,-10315,974,0,45,-9788,-9834,0,0,1
394,394,0,32409,-10315,974,0,45,-9788,-9834,0,0,1
395,395,0,32409,-10315,974,0,45,-9788,-9834,0,0,1
396,396,0,32409,-10315,974,0,45,-9788,-9834,0,0,1
397,397,0,32409,-10315,974,0,45,-9788,-9834,0,0,1
398,398,0,32409,-10315,974,0,45,-9788,-9834,0,0,1
399,399,0,32409,-10315,974,0,45,-9788,-9834,0,0,1
400,400,0,32409,-10315,974,0,45,-9788,-9834,0,0,1
401,401,0,32409,-10315,974,0,45,-9788,-9834,0,0,1
402,402,0,32409,-10315,974,0,45,-9788,-9834,0,0,1
403,403,0,32409,-10315,974,0,45,-9788,-9834,0,0,1
404,404,0,32409,-10315,974,0,45,-9788,-9834,0,0,1
405,405,0,32409,-10315,974,0,45,-9788,-9834,0,0,1
406,406,0,32322,-10432,974,0,45,-9788,-9834,0,0,1
407,407,0,32322,-10432,974,0,45,-9788,-9834,0,0,1
408,408,0,32322,-10432,974,0,45,-9788,-9834,0,0,1
409,409,0,32322,-10432,974,0,45,-9788,-9834,1,0,1
